Jurisdiction,AccountNumber,ClientProfile,HandleRange,Grouping,SpendAllocation,GlobalID,FB
USIL,6060939057,Retail C Grade,Small Bettor,Control,0,6060939057,0
USIL,6062633826,Retail A Grade,Big Bettor,Control,0,6062633826,0
USIL,6091715448,Retail C Grade,Big Bettor,Control,0,6091715448,0
USIL,6098971759,Retail C Grade,Big Bettor,Control,0,6098971759,0
USIL,6114651719,General/New Client,Small Bettor,Control,0,6114651719,0
USIL,6115479909,General/New Client,Small Bettor,Control,0,6115479909,0
USIL,6142569939,Retail C Grade,Small Bettor,Control,0,6142569939,0
USIL,6152389011,Retail C Grade,Medium Bettor,Control,0,6152389011,0
USIL,6153806733,Retail C Grade,Big Bettor,Control,0,6153806733,0
USIL,6182602676,General/New Client,Big Bettor,Control,0,6182602676,0
USIL,6185902795,Retail C Grade,Big Bettor,Control,0,6185902795,0
USIL,6249016470,Retail C Grade,Big Bettor,Control,0,6249016470,0
USIL,6250104807,Retail C Grade,Medium Bettor,Control,0,6250104807,0
USIL,6275125692,Retail B Grade,Big Bettor,Control,0,6275125692,0
USIL,6276090084,General/New Client,Medium Bettor,Control,0,6276090084,0
USIL,6291170313,General/New Client,Big Bettor,Control,0,6291170313,0
USIL,6308419614,Retail C Grade,Medium Bettor,Control,0,6308419614,0
USIL,6308629957,General/New Client,Small Bettor,Control,0,6308629957,0
USIL,6308778581,Retail C Grade,Medium Bettor,Control,0,6308778581,0
USIL,6309357707,General/New Client,Big Bettor,Control,0,6309357707,0
USIL,6316006325,Retail B Grade,Big Bettor,Control,0,6316006325,0
USIL,6322670980,Retail C Grade,Medium Bettor,Control,0,6322670980,0
USIL,6333357266,General/New Client,Big Bettor,Control,0,6333357266,0
USIL,6352906030,Retail C Grade,Big Bettor,Control,0,6352906030,0
USIL,6378815573,Retail C Grade,Big Bettor,Control,0,6378815573,0
USIL,6381256105,Retail C Grade,Big Bettor,Control,0,6381256105,0
USIL,6383639122,General/New Client,Small Bettor,Control,0,6383639122,0
USIL,6387269773,Retail C Grade,Medium Bettor,Control,0,6387269773,0
USIL,6393778097,Retail B Grade,Medium Bettor,Control,0,6393778097,0
USIL,6396227807,Retail C Grade,Medium Bettor,Control,0,6396227807,0
USIL,6397580102,Retail C Grade,Big Bettor,Control,0,6397580102,0
USIL,6401650667,General/New Client,Big Bettor,Control,0,6401650667,0
USIL,6409951041,Retail C Grade,Small Bettor,Control,0,6409951041,0
USIL,6416616759,Retail B Grade,Small Bettor,Control,0,6416616759,0
USIL,6422196820,Retail C Grade,Medium Bettor,Control,0,6422196820,0
USIL,6439993647,Retail C Grade,Big Bettor,Control,0,6439993647,0
USIL,6441975073,Retail C Grade,Small Bettor,Control,0,6441975073,0
USIL,6504690536,Retail B Grade,Medium Bettor,Control,0,6504690536,0
USIL,6512467488,Retail C Grade,Small Bettor,Control,0,6512467488,0
USIL,6527697188,Retail C Grade,Big Bettor,Control,0,6527697188,0
USIL,6528486864,General/New Client,Big Bettor,Control,0,6528486864,0
USIL,6537098496,Retail A Grade,Big Bettor,Control,0,6537098496,0
USIL,6540766435,Retail B Grade,Medium Bettor,Control,0,6540766435,0
USIL,6543911491,Retail C Grade,Big Bettor,Control,0,6543911491,0
USIL,6544611735,General/New Client,Big Bettor,Control,0,6544611735,0
USIL,6556018222,Retail C Grade,Small Bettor,Control,0,6556018222,0
USIL,6564288965,Retail C Grade,Big Bettor,Control,0,6564288965,0
USIL,6564683870,Retail C Grade,Small Bettor,Control,0,6564683870,0
USIL,6586433905,Retail C Grade,Small Bettor,Control,0,6586433905,0
USIL,6586499441,Retail C Grade,Small Bettor,Control,0,6586499441,0
USIL,6588164762,Retail C Grade,Small Bettor,Control,0,6588164762,0
USIL,6629597012,Retail B Grade,Big Bettor,Control,0,6629597012,0
USIL,6643903905,Retail C Grade,Big Bettor,Control,0,6643903905,0
USIL,6644210469,General/New Client,Big Bettor,Control,0,6644210469,0
USIL,6656259796,Retail C Grade,Small Bettor,Control,0,6656259796,0
USIL,6656828854,Retail C Grade,Medium Bettor,Control,0,6656828854,0
USIL,6671583946,General/New Client,Small Bettor,Control,0,6671583946,0
USIL,6705135802,Retail C Grade,Small Bettor,Control,0,6705135802,0
USIL,6713425886,General/New Client,Big Bettor,Control,0,6713425886,0
USIL,6771652237,General/New Client,Big Bettor,Control,0,6771652237,0
USIL,6774539001,Retail C Grade,Medium Bettor,Control,0,6774539001,0
USIL,6782513890,Retail B Grade,Big Bettor,Control,0,6782513890,0
USIL,6792217130,Retail B Grade,Big Bettor,Control,0,6792217130,0
USIL,6818250830,Retail C Grade,Small Bettor,Control,0,6818250830,0
USIL,6829643613,Retail A Grade,Big Bettor,Control,0,6829643613,0
USIL,6844204756,General/New Client,Small Bettor,Control,0,6844204756,0
USIL,6858941827,Retail A Grade,Big Bettor,Control,0,6858941827,0
USIL,6899453802,Retail C Grade,Small Bettor,Control,0,6899453802,0
USIL,6931517795,General/New Client,Big Bettor,Control,0,6931517795,0
USIL,6945793625,Retail C Grade,Big Bettor,Control,0,6945793625,0
USIL,6947901478,Retail A Grade,Big Bettor,Control,0,6947901478,0
USIL,6952378913,Retail C Grade,Small Bettor,Control,0,6952378913,0
USIL,6953348807,Retail C Grade,Small Bettor,Control,0,6953348807,0
USIL,6979459538,General/New Client,Small Bettor,Control,0,6979459538,0
USIL,6984741004,Retail C Grade,Medium Bettor,Control,0,6984741004,0
USIL,6997478853,Retail B Grade,Big Bettor,Control,0,6997478853,0
USIL,7002450382,Retail A Grade,Medium Bettor,Control,0,7002450382,0
USIL,7005373951,Retail C Grade,Small Bettor,Control,0,7005373951,0
USIL,7024161469,General/New Client,Medium Bettor,Control,0,7024161469,0
USIL,7042169461,Retail C Grade,Medium Bettor,Control,0,7042169461,0
USIL,7045432103,Retail B Grade,Big Bettor,Control,0,7045432103,0
USIL,7046873026,Retail C Grade,Small Bettor,Control,0,7046873026,0
USIL,7077107261,Retail C Grade,Big Bettor,Control,0,7077107261,0
USIL,7088800189,Retail C Grade,Small Bettor,Control,0,7088800189,0
USIL,7100367424,Retail C Grade,Big Bettor,Control,0,7100367424,0
USIL,7114479786,Retail C Grade,Big Bettor,Control,0,7114479786,0
USIL,7115372162,Retail C Grade,Small Bettor,Control,0,7115372162,0
USIL,7117947735,Retail C Grade,Small Bettor,Control,0,7117947735,0
USIL,7187892013,Retail B Grade,Medium Bettor,Control,0,7187892013,0
USIL,7200012187,Retail C Grade,Big Bettor,Control,0,7200012187,0
USIL,7201138485,Retail C Grade,Small Bettor,Control,0,7201138485,0
USIL,7201233917,Retail C Grade,Medium Bettor,Control,0,7201233917,0
USIL,7222610899,Retail C Grade,Big Bettor,Control,0,7222610899,0
USIL,7224435198,General/New Client,Big Bettor,Control,0,7224435198,0
USIL,7233885704,Retail A Grade,Big Bettor,Control,0,7233885704,0
USIL,7235592260,Retail C Grade,Big Bettor,Control,0,7235592260,0
USIL,7235605806,Retail C Grade,Small Bettor,Control,0,7235605806,0
USIL,7240151475,Retail C Grade,Big Bettor,Control,0,7240151475,0
USIL,7265025571,General/New Client,Medium Bettor,Control,0,7265025571,0
USIL,7285597874,Retail C Grade,Medium Bettor,Control,0,7285597874,0
USIL,7298691573,Retail C Grade,Big Bettor,Control,0,7298691573,0
USIL,7299271501,Retail C Grade,Big Bettor,Control,0,7299271501,0
USIL,7307449532,Retail B Grade,Big Bettor,Control,0,7307449532,0
USIL,7316658512,Retail B Grade,Medium Bettor,Control,0,7316658512,0
USIL,7335759727,Retail C Grade,Big Bettor,Control,0,7335759727,0
USIL,7353571554,Retail C Grade,Small Bettor,Control,0,7353571554,0
USIL,7364946062,Retail C Grade,Big Bettor,Control,0,7364946062,0
USIL,7369356389,Retail A Grade,Big Bettor,Control,0,7369356389,0
USIL,7371245183,Retail B Grade,Big Bettor,Control,0,7371245183,0
USIL,7382865994,Retail B Grade,Big Bettor,Control,0,7382865994,0
USIL,7406593848,Retail C Grade,Medium Bettor,Control,0,7406593848,0
USIL,7407270671,Retail B Grade,Big Bettor,Control,0,7407270671,0
USIL,7424593999,Retail B Grade,Big Bettor,Control,0,7424593999,0
USIL,7430121915,Retail C Grade,Big Bettor,Control,0,7430121915,0
USIL,7455143770,Retail A Grade,Big Bettor,Control,0,7455143770,0
USIL,7456840763,Retail C Grade,Small Bettor,Control,0,7456840763,0
USIL,7462472889,Retail C Grade,Big Bettor,Control,0,7462472889,0
USIL,7463529048,Retail C Grade,Small Bettor,Control,0,7463529048,0
USIL,7471210866,Retail C Grade,Medium Bettor,Control,0,7471210866,0
USIL,7481636288,General/New Client,Small Bettor,Control,0,7481636288,0
USIL,7496997541,Retail C Grade,Medium Bettor,Control,0,7496997541,0
USIL,7502352948,Retail C Grade,Small Bettor,Control,0,7502352948,0
USIL,7518078384,Retail C Grade,Big Bettor,Control,0,7518078384,0
USIL,7535020002,Retail B Grade,Small Bettor,Control,0,7535020002,0
USIL,7535899595,Retail C Grade,Big Bettor,Control,0,7535899595,0
USIL,7542941227,Retail C Grade,Medium Bettor,Control,0,7542941227,0
USIL,7566477788,Retail B Grade,Big Bettor,Control,0,7566477788,0
USIL,7581062936,General/New Client,Big Bettor,Control,0,7581062936,0
USIL,7583111852,Retail C Grade,Small Bettor,Control,0,7583111852,0
USIL,7595934140,Retail B Grade,Big Bettor,Control,0,7595934140,0
USIL,7597821632,Retail C Grade,Medium Bettor,Control,0,7597821632,0
USIL,7607492830,Retail C Grade,Medium Bettor,Control,0,7607492830,0
USIL,7618318510,Retail C Grade,Big Bettor,Control,0,7618318510,0
USIL,7635267505,Retail A Grade,Big Bettor,Control,0,7635267505,0
USIL,7637117933,Retail A Grade,Big Bettor,Control,0,7637117933,0
USIL,7641224047,General/New Client,Big Bettor,Control,0,7641224047,0
USIL,7643755032,Retail C Grade,Small Bettor,Control,0,7643755032,0
USIL,7661032553,General/New Client,Medium Bettor,Control,0,7661032553,0
USIL,7664675753,Retail A Grade,Big Bettor,Control,0,7664675753,0
USIL,7680106537,Retail C Grade,Small Bettor,Control,0,7680106537,0
USIL,7692239024,Retail C Grade,Big Bettor,Control,0,7692239024,0
USIL,7705146005,Retail C Grade,Medium Bettor,Control,0,7705146005,0
USIL,7717163261,General/New Client,Small Bettor,Control,0,7717163261,0
USIL,7719607175,Retail C Grade,Small Bettor,Control,0,7719607175,0
USIL,7727314100,Retail C Grade,Big Bettor,Control,0,7727314100,0
USIL,7741635354,Retail C Grade,Small Bettor,Control,0,7741635354,0
USIL,7747475213,Retail C Grade,Small Bettor,Control,0,7747475213,0
USIL,7762516910,General/New Client,Big Bettor,Control,0,7762516910,0
USIL,7775693645,Retail B Grade,Big Bettor,Control,0,7775693645,0
USIL,7780129800,Retail C Grade,Big Bettor,Control,0,7780129800,0
USIL,7811078322,Retail C Grade,Medium Bettor,Control,0,7811078322,0
USIL,7816808164,Retail C Grade,Small Bettor,Control,0,7816808164,0
USIL,7829160704,Retail C Grade,Big Bettor,Control,0,7829160704,0
USIL,7833236671,Retail C Grade,Big Bettor,Control,0,7833236671,0
USIL,7838459945,Retail B Grade,Small Bettor,Control,0,7838459945,0
USIL,7846583628,General/New Client,Small Bettor,Control,0,7846583628,0
USIL,7848450568,Retail B Grade,Big Bettor,Control,0,7848450568,0
USIL,7850187418,Retail B Grade,Big Bettor,Control,0,7850187418,0
USIL,7854473908,Retail C Grade,Big Bettor,Control,0,7854473908,0
USIL,7863215161,Retail B Grade,Big Bettor,Control,0,7863215161,0
USIL,7880224343,General/New Client,Small Bettor,Control,0,7880224343,0
USIL,7893585930,Retail C Grade,Medium Bettor,Control,0,7893585930,0
USIL,7893924479,Retail C Grade,Small Bettor,Control,0,7893924479,0
USIL,7894964024,Retail C Grade,Medium Bettor,Control,0,7894964024,0
USIL,7899798534,General/New Client,Big Bettor,Control,0,7899798534,0
USIL,7903127719,Retail C Grade,Big Bettor,Control,0,7903127719,0
USIL,7936339654,General/New Client,Medium Bettor,Control,0,7936339654,0
USIL,7937820702,Retail C Grade,Big Bettor,Control,0,7937820702,0
USIL,7937827150,General/New Client,Medium Bettor,Control,0,7937827150,0
USIL,7938706045,Retail C Grade,Small Bettor,Control,0,7938706045,0
USIL,7962797668,General/New Client,Medium Bettor,Control,0,7962797668,0
USIL,7970258067,Retail B Grade,Big Bettor,Control,0,7970258067,0
USIL,7982610616,Retail C Grade,Medium Bettor,Control,0,7982610616,0
USIL,7982998474,Retail C Grade,Medium Bettor,Control,0,7982998474,0
USIL,7991537227,Retail C Grade,Big Bettor,Control,0,7991537227,0
USIL,7997078668,General/New Client,Big Bettor,Control,0,7997078668,0
USIL,7997485684,Retail C Grade,Small Bettor,Control,0,7997485684,0
USIL,8007336681,Retail C Grade,Big Bettor,Control,0,8007336681,0
USIL,8012183126,Retail C Grade,Small Bettor,Control,0,8012183126,0
USIL,8034683007,Retail C Grade,Small Bettor,Control,0,8034683007,0
USIL,8036475296,Retail C Grade,Medium Bettor,Control,0,8036475296,0
USIL,8039197961,Retail C Grade,Small Bettor,Control,0,8039197961,0
USIL,8076868010,Retail C Grade,Medium Bettor,Control,0,8076868010,0
USIL,8105980229,General/New Client,Big Bettor,Control,0,8105980229,0
USIL,8112498762,General/New Client,Big Bettor,Control,0,8112498762,0
USIL,8116974564,Retail B Grade,Big Bettor,Control,0,8116974564,0
USIL,8123266394,Retail B Grade,Big Bettor,Control,0,8123266394,0
USIL,8123719555,Retail B Grade,Small Bettor,Control,0,8123719555,0
USIL,8129440988,Retail C Grade,Big Bettor,Control,0,8129440988,0
USIL,8137212480,Retail C Grade,Big Bettor,Control,0,8137212480,0
USIL,8139800893,Retail C Grade,Big Bettor,Control,0,8139800893,0
USIL,8142126408,Retail C Grade,Small Bettor,Control,0,8142126408,0
USIL,8148996358,Retail C Grade,Big Bettor,Control,0,8148996358,0
USIL,8175578309,General/New Client,Big Bettor,Control,0,8175578309,0
USIL,8186133715,Retail C Grade,Medium Bettor,Control,0,8186133715,0
USIL,8188244550,General/New Client,Medium Bettor,Control,0,8188244550,0
USIL,8198012291,Retail A Grade,Big Bettor,Control,0,8198012291,0
USIL,8200090098,Retail C Grade,Small Bettor,Control,0,8200090098,0
USIL,8205152899,Retail B Grade,Big Bettor,Control,0,8205152899,0
USIL,8213961859,General/New Client,Big Bettor,Control,0,8213961859,0
USIL,8214027395,General/New Client,Medium Bettor,Control,0,8214027395,0
USIL,8225889677,Retail C Grade,Medium Bettor,Control,0,8225889677,0
USIL,8256993691,Retail C Grade,Small Bettor,Control,0,8256993691,0
USIL,8277120285,Retail C Grade,Medium Bettor,Control,0,8277120285,0
USIL,8278304540,Retail C Grade,Medium Bettor,Control,0,8278304540,0
USIL,8285840516,Retail C Grade,Medium Bettor,Control,0,8285840516,0
USIL,8298702032,Retail C Grade,Small Bettor,Control,0,8298702032,0
USIL,8311478476,Retail C Grade,Medium Bettor,Control,0,8311478476,0
USIL,8332955798,Retail C Grade,Big Bettor,Control,0,8332955798,0
USIL,8356770876,Retail C Grade,Small Bettor,Control,0,8356770876,0
USIL,8360691712,Retail C Grade,Big Bettor,Control,0,8360691712,0
USIL,8366221150,Retail C Grade,Small Bettor,Control,0,8366221150,0
USIL,8375487006,Retail C Grade,Big Bettor,Control,0,8375487006,0
USIL,8392441301,Retail A Grade,Big Bettor,Control,0,8392441301,0
USIL,8406166810,Retail B Grade,Medium Bettor,Control,0,8406166810,0
USIL,8411309400,Retail C Grade,Medium Bettor,Control,0,8411309400,0
USIL,8424014053,Retail C Grade,Small Bettor,Control,0,8424014053,0
USIL,8424138246,Retail B Grade,Big Bettor,Control,0,8424138246,0
USIL,8439317496,General/New Client,Small Bettor,Control,0,8439317496,0
USIL,8439711554,Retail C Grade,Small Bettor,Control,0,8439711554,0
USIL,8462554624,Retail B Grade,Big Bettor,Control,0,8462554624,0
USIL,8482517422,Retail C Grade,Medium Bettor,Control,0,8482517422,0
USIL,8486820907,Retail B Grade,Big Bettor,Control,0,8486820907,0
USIL,8502405397,Retail C Grade,Medium Bettor,Control,0,8502405397,0
USIL,8514098463,Retail C Grade,Medium Bettor,Control,0,8514098463,0
USIL,8536365485,Retail C Grade,Medium Bettor,Control,0,8536365485,0
USIL,8560500148,Retail C Grade,Big Bettor,Control,0,8560500148,0
USIL,8562498885,Retail B Grade,Medium Bettor,Control,0,8562498885,0
USIL,8578976935,Retail B Grade,Small Bettor,Control,0,8578976935,0
USIL,8590958082,Retail C Grade,Small Bettor,Control,0,8590958082,0
USIL,8620437086,Retail C Grade,Small Bettor,Control,0,8620437086,0
USIL,8717778410,General/New Client,Big Bettor,Control,0,8717778410,0
USIL,8734263165,Retail C Grade,Small Bettor,Control,0,8734263165,0
USIL,8742230233,Retail C Grade,Small Bettor,Control,0,8742230233,0
USIL,8758293828,Retail C Grade,Big Bettor,Control,0,8758293828,0
USIL,8796458848,Retail C Grade,Big Bettor,Control,0,8796458848,0
USIL,8799634786,Retail C Grade,Small Bettor,Control,0,8799634786,0
USIL,8805533954,Retail C Grade,Medium Bettor,Control,0,8805533954,0
USIL,8809046706,General/New Client,Small Bettor,Control,0,8809046706,0
USIL,8828992412,General/New Client,Big Bettor,Control,0,8828992412,0
USIL,8857087113,Retail C Grade,Medium Bettor,Control,0,8857087113,0
USIL,8861863864,Retail C Grade,Big Bettor,Control,0,8861863864,0
USIL,8878803137,General/New Client,Big Bettor,Control,0,8878803137,0
USIL,8912812154,Retail C Grade,Medium Bettor,Control,0,8912812154,0
USIL,8919236671,Retail A Grade,Big Bettor,Control,0,8919236671,0
USIL,8922364822,Retail B Grade,Big Bettor,Control,0,8922364822,0
USIL,8927824383,General/New Client,Medium Bettor,Control,0,8927824383,0
USIL,8937866517,Retail C Grade,Big Bettor,Control,0,8937866517,0
USIL,8978067338,Retail C Grade,Small Bettor,Control,0,8978067338,0
USIL,8979714903,Retail A Grade,Big Bettor,Control,0,8979714903,0
USIL,8982214413,Retail C Grade,Small Bettor,Control,0,8982214413,0
USIL,9006776352,Retail B Grade,Big Bettor,Control,0,9006776352,0
USIL,9007113677,Retail C Grade,Medium Bettor,Control,0,9007113677,0
USIL,9010575895,Retail C Grade,Big Bettor,Control,0,9010575895,0
USIL,9023409089,Retail C Grade,Medium Bettor,Control,0,9023409089,0
USIL,9024077270,General/New Client,Small Bettor,Control,0,9024077270,0
USIL,9037102243,General/New Client,Small Bettor,Control,0,9037102243,0
USIL,9039141916,General/New Client,Small Bettor,Control,0,9039141916,0
USIL,9042372514,Retail B Grade,Medium Bettor,Control,0,9042372514,0
USIL,9045112888,Retail B Grade,Big Bettor,Control,0,9045112888,0
USIL,9056845250,Retail C Grade,Small Bettor,Control,0,9056845250,0
USIL,9058604065,Retail C Grade,Small Bettor,Control,0,9058604065,0
USIL,9068140481,Retail C Grade,Medium Bettor,Control,0,9068140481,0
USIL,9074484009,Retail A Grade,Big Bettor,Control,0,9074484009,0
USIL,9079523302,Retail C Grade,Small Bettor,Control,0,9079523302,0
USIL,9112189042,Retail C Grade,Medium Bettor,Control,0,9112189042,0
USIL,9124206242,Retail B Grade,Big Bettor,Control,0,9124206242,0
USIL,9137203799,Retail C Grade,Big Bettor,Control,0,9137203799,0
USIL,9148278936,Retail C Grade,Big Bettor,Control,0,9148278936,0
USIL,9152151117,Retail C Grade,Medium Bettor,Control,0,9152151117,0
USIL,9154254519,General/New Client,Small Bettor,Control,0,9154254519,0
USIL,9183533649,Retail C Grade,Big Bettor,Control,0,9183533649,0
USIL,9189298084,Retail C Grade,Medium Bettor,Control,0,9189298084,0
USIL,9197169314,Retail C Grade,Big Bettor,Control,0,9197169314,0
USIL,9203930355,Retail C Grade,Medium Bettor,Control,0,9203930355,0
USIL,9213724971,Retail B Grade,Medium Bettor,Control,0,9213724971,0
USIL,9224148937,Retail B Grade,Big Bettor,Control,0,9224148937,0
USIL,9250661146,Retail C Grade,Big Bettor,Control,0,9250661146,0
USIL,9251996881,Retail C Grade,Small Bettor,Control,0,9251996881,0
USIL,9262355643,Retail C Grade,Small Bettor,Control,0,9262355643,0
USIL,9268072550,Retail C Grade,Big Bettor,Control,0,9268072550,0
USIL,9271655768,Retail C Grade,Medium Bettor,Control,0,9271655768,0
USIL,9296780540,Retail A Grade,Small Bettor,Control,0,9296780540,0
USIL,9298913560,Retail C Grade,Big Bettor,Control,0,9298913560,0
USIL,9314401353,Retail A Grade,Big Bettor,Control,0,9314401353,0
USIL,9321866806,Retail C Grade,Medium Bettor,Control,0,9321866806,0
USIL,9334091313,Retail B Grade,Medium Bettor,Control,0,9334091313,0
USIL,9360865712,Retail C Grade,Big Bettor,Control,0,9360865712,0
USIL,9379102663,Retail C Grade,Medium Bettor,Control,0,9379102663,0
USIL,9380734540,Retail C Grade,Small Bettor,Control,0,9380734540,0
USIL,9391929327,Retail C Grade,Small Bettor,Control,0,9391929327,0
USIL,9393662516,General/New Client,Medium Bettor,Control,0,9393662516,0
USIL,9406859358,Retail B Grade,Big Bettor,Control,0,9406859358,0
USIL,9407973349,Retail C Grade,Small Bettor,Control,0,9407973349,0
USIL,9409187936,Retail C Grade,Small Bettor,Control,0,9409187936,0
USIL,9423312081,General/New Client,Small Bettor,Control,0,9423312081,0
USIL,9426558748,Retail A Grade,Big Bettor,Control,0,9426558748,0
USIL,9431036268,General/New Client,Small Bettor,Control,0,9431036268,0
USIL,9435090632,General/New Client,Big Bettor,Control,0,9435090632,0
USIL,9450781088,Retail C Grade,Medium Bettor,Control,0,9450781088,0
USIL,9453148520,Retail C Grade,Medium Bettor,Control,0,9453148520,0
USIL,9492471878,Retail C Grade,Big Bettor,Control,0,9492471878,0
USIL,9534030162,Retail B Grade,Big Bettor,Control,0,9534030162,0
USIL,9550349047,General/New Client,Small Bettor,Control,0,9550349047,0
USIL,9552833504,Retail C Grade,Small Bettor,Control,0,9552833504,0
USIL,9556660897,Retail C Grade,Big Bettor,Control,0,9556660897,0
USIL,9559414488,Retail C Grade,Big Bettor,Control,0,9559414488,0
USIL,9565631370,General/New Client,Small Bettor,Control,0,9565631370,0
USIL,9568145718,Retail B Grade,Big Bettor,Control,0,9568145718,0
USIL,9568422600,Retail C Grade,Medium Bettor,Control,0,9568422600,0
USIN,28251940,Retail C Grade,Small Bettor,Control,0,5882947426,0
USIN,35067349,Retail A Grade,Big Bettor,Control,0,2347060658,0
USIN,43030357,Retail C Grade,Big Bettor,Control,0,7627779283,0
USIN,44893629,Retail C Grade,Big Bettor,Control,0,9337536014,0
USIN,51842644,Retail C Grade,Medium Bettor,Control,0,7927629077,0
USIN,65950891,Retail C Grade,Small Bettor,Control,0,5644614198,0
USIN,70240993,Retail C Grade,Big Bettor,Control,0,6394886045,0
USIN,95063558,Retail C Grade,Big Bettor,Control,0,5846227939,0
USIN,98865977,Retail B Grade,Small Bettor,Control,0,4809790113,0
USIN,1118206126,Retail C Grade,Big Bettor,Control,0,1118206126,0
USIN,1219202924,General/New Client,Medium Bettor,Control,0,1219202924,0
USIN,1326871154,Retail B Grade,Big Bettor,Control,0,1326871154,0
USIN,1352074856,General/New Client,Small Bettor,Control,0,1352074856,0
USIN,1381909307,General/New Client,Small Bettor,Control,0,1381909307,0
USIN,1523339333,Retail C Grade,Medium Bettor,Control,0,1523339333,0
USIN,1562999803,Retail C Grade,Big Bettor,Control,0,1562999803,0
USIN,1592025689,Retail C Grade,Small Bettor,Control,0,1592025689,0
USIN,1655089408,Retail C Grade,Medium Bettor,Control,0,1655089408,0
USIN,1655515237,General/New Client,Small Bettor,Control,0,1655515237,0
USIN,1720522076,Retail C Grade,Big Bettor,Control,0,1720522076,0
USIN,1783939056,Retail C Grade,Small Bettor,Control,0,1783939056,0
USIN,1792166775,Retail C Grade,Medium Bettor,Control,0,1792166775,0
USIN,1856243008,General/New Client,Big Bettor,Control,0,1856243008,0
USIN,1874662609,Retail A Grade,Big Bettor,Control,0,1874662609,0
USIN,1907134401,Retail B Grade,Big Bettor,Control,0,1907134401,0
USIN,1968467868,General/New Client,Big Bettor,Control,0,1968467868,0
USIN,1985630307,Retail C Grade,Big Bettor,Control,0,1985630307,0
USIN,2083291743,General/New Client,Medium Bettor,Control,0,2083291743,0
USIN,2188391831,Retail C Grade,Small Bettor,Control,0,2188391831,0
USIN,2376552927,General/New Client,Big Bettor,Control,0,2376552927,0
USIN,2465499289,Retail B Grade,Medium Bettor,Control,0,2465499289,0
USIN,2488429177,General/New Client,Small Bettor,Control,0,2488429177,0
USIN,2564007262,General/New Client,Small Bettor,Control,0,2564007262,0
USIN,2689328236,Retail C Grade,Small Bettor,Control,0,2689328236,0
USIN,2736961759,General/New Client,Medium Bettor,Control,0,2736961759,0
USIN,2764004358,General/New Client,Medium Bettor,Control,0,2764004358,0
USIN,2817587726,Retail A Grade,Small Bettor,Control,0,2817587726,0
USIN,2818231985,Retail C Grade,Small Bettor,Control,0,2818231985,0
USIN,2853207602,Retail C Grade,Medium Bettor,Control,0,2853207602,0
USIN,2885207776,Retail A Grade,Big Bettor,Control,0,2885207776,0
USIN,2895681817,Retail C Grade,Big Bettor,Control,0,2895681817,0
USIN,2935585454,Retail A Grade,Big Bettor,Control,0,2935585454,0
USIN,3017889910,Retail C Grade,Small Bettor,Control,0,3017889910,0
USIN,3093758651,General/New Client,Small Bettor,Control,0,3093758651,0
USIN,3110092448,General/New Client,Small Bettor,Control,0,3110092448,0
USIN,3155291275,General/New Client,Small Bettor,Control,0,3155291275,0
USIN,3182265413,General/New Client,Small Bettor,Control,0,3182265413,0
USIN,3224520216,Retail C Grade,Big Bettor,Control,0,3224520216,0
USIN,3250619422,General/New Client,Small Bettor,Control,0,3250619422,0
USIN,3299145624,General/New Client,Small Bettor,Control,0,3299145624,0
USIN,3334399051,General/New Client,Small Bettor,Control,0,3334399051,0
USIN,3380199906,General/New Client,Big Bettor,Control,0,3380199906,0
USIN,3402876603,Retail C Grade,Big Bettor,Control,0,3402876603,0
USIN,3456785914,General/New Client,Small Bettor,Control,0,3456785914,0
USIN,3458115233,General/New Client,Small Bettor,Control,0,3458115233,0
USIN,3491744165,General/New Client,Big Bettor,Control,0,3491744165,0
USIN,3605873134,General/New Client,Small Bettor,Control,0,3605873134,0
USIN,3669354624,Retail A Grade,Small Bettor,Control,0,3669354624,0
USIN,3813940867,Retail B Grade,Big Bettor,Control,0,3813940867,0
USIN,3817644096,General/New Client,Big Bettor,Control,0,3817644096,0
USIN,3834165084,Retail B Grade,Medium Bettor,Control,0,3834165084,0
USIN,3858516332,Retail B Grade,Medium Bettor,Control,0,3858516332,0
USIN,4027891607,General/New Client,Medium Bettor,Control,0,4027891607,0
USIN,4088501382,Retail C Grade,Big Bettor,Control,0,4088501382,0
USIN,4293803099,Retail B Grade,Big Bettor,Control,0,4293803099,0
USIN,4297452813,Retail B Grade,Small Bettor,Control,0,4297452813,0
USIN,4300031627,General/New Client,Big Bettor,Control,0,4300031627,0
USIN,4309217142,Retail C Grade,Small Bettor,Control,0,4309217142,0
USIN,4330463359,Retail C Grade,Big Bettor,Control,0,4330463359,0
USIN,4356950107,Retail C Grade,Big Bettor,Control,0,4356950107,0
USIN,4358188668,Retail C Grade,Medium Bettor,Control,0,4358188668,0
USIN,4385448561,Retail C Grade,Medium Bettor,Control,0,4385448561,0
USIN,4390891931,General/New Client,Big Bettor,Control,0,4390891931,0
USIN,4420406431,Retail C Grade,Big Bettor,Control,0,4420406431,0
USIN,4453302627,General/New Client,Medium Bettor,Control,0,4453302627,0
USIN,4456389503,General/New Client,Medium Bettor,Control,0,4456389503,0
USIN,4511352624,General/New Client,Small Bettor,Control,0,4511352624,0
USIN,4511621991,General/New Client,Small Bettor,Control,0,4511621991,0
USIN,4657144818,General/New Client,Medium Bettor,Control,0,4657144818,0
USIN,4766018335,Retail C Grade,Medium Bettor,Control,0,4766018335,0
